Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS507, L1, 5Mn
Exported On:,2022/08/24,11:07
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), NO (ppb), NO2 (ppb), NOx (ppb), THC (ppm), Temperature (deg. C), Relative Humidity (%), Wind Speed (km/h), Wind Dir (deg)
2022-05-23 11:10:00,2.24,-1.84,-0.25,0.46,0.22,2.16,12.74,50,7.19,300.8
2022-05-23 11:15:00,3.63,-1.78,0.25,1.38,1.63,2.2,12.56,50,5.77,72.28
2022-05-23 11:20:00,0.48,-1.87,0.15,0.87,1.03,2.21,13.5,49,6.69,89.3
2022-05-23 11:25:00,0.41,-1.75,-0.08,0.36,0.28,2.15,13.02,49,8.2,54.08
2022-05-23 11:30:00,1.04,-1.81,-0.05,0.51,0.46,2.25,13.31,49,9.26,352.5
2022-05-23 11:35:00,2.46,-1.89,0.01,1.12,1.13,2.19,12.85,49,6.14,344.5
2022-05-23 11:40:00,1.78,-1.68,0.08,1.15,1.23,2.2,13.66,47,4.28,6.33
2022-05-23 11:45:00,0.93,-1.85,-0.29,0.86,0.57,2.12,13.11,49,9.7,310.1
2022-05-23 11:50:00,0.46,-1.82,-0.49,0.68,0.19,2.18,13.09,49,8.19,5.35
2022-05-23 11:55:00,0.71,-1.84,-0.43,0.44,0.01,2.24,13.25,49,9.52,39.72
2022-05-23 12:00:00,1.31,-1.95,-0.24,0.48,0.24,2.14,13.83,47,4.13,61.48
2022-05-23 12:05:00,0.71,-2.01,-0.03,0.66,0.63,2.13,14.85,45,7.14,201.5
2022-05-23 12:10:00,0.03,-1.89,-0.14,0.48,0.34,2.26,14.14,46,13.96,42.43
2022-05-23 12:15:00,0.03,-1.8,-0.31,0.37,0.06,2.24,13.68,48,9.59,31.52
2022-05-23 12:20:00,0.08,-1.86,-0.28,0.32,0.03,2.25,13.48,48,13.34,32.82
2022-05-23 12:25:00,0.08,-1.93,-0.27,0.29,0.01,2.19,13.61,46,10.57,43.23
2022-05-23 12:30:00,0.21,-1.83,-0.3,0.28,-0.02,2.12,13.46,48,8.41,93.4
2022-05-23 12:35:00,-0.14,-1.79,-0.39,0.4,0.01,2.12,13.58,48,8.19,86
2022-05-23 12:40:00,0.12,-1.9,-0.39,0.36,-0.03,2.2,13.56,48,8.84,43.38
2022-05-23 12:45:00,-0.21,-1.9,-0.33,0.26,-0.07,2.23,13.59,47,9.25,39.94
2022-05-23 12:50:00,0.03,-1.8,-0.34,0.32,-0.02,2.14,13.81,47,4.78,140.8
2022-05-23 12:55:00,0.15,-1.91,-0.35,0.39,0.04,2.18,14.56,45,6.74,99.6
2022-05-23 13:00:00,0.11,-1.85,-0.34,0.35,0.01,2.23,14.35,45,9.25,59.8
2022-05-23 13:05:00,0.07,-1.83,-0.36,0.37,0.01,2.19,14.06,46,7.08,44.64
2022-05-23 13:10:00,0.01,-1.72,-0.35,0.38,0.03,2.22,13.97,45,7.77,3.7
2022-05-23 13:15:00,-0.19,-1.89,-0.32,0.32,-0.01,2.25,13.93,46,11.31,34.76
2022-05-23 13:20:00,0.08,-1.98,-0.39,0.29,-0.1,2.22,13.81,47,12.8,41.75
2022-05-23 13:25:00,0.16,-1.89,-0.42,0.41,-0.01,2.18,14.03,48,13.68,55.49
2022-05-23 13:30:00,0.22,-1.9,-0.44,0.53,0.1,2.15,13.98,48,15.69,68.79
2022-05-23 13:35:00,0.1,-1.91,-0.41,0.64,0.24,2.14,13.67,49,13.75,62.81
2022-05-23 13:40:00,-0.12,-1.86,-0.3,0.57,0.27,2.16,14.21,49,9.78,78.12
2022-05-23 13:45:00,0.16,-1.78,-0.31,0.6,0.28,2.11,13.93,48,9.02,81.9
2022-05-23 13:50:00,0.14,-1.84,-0.26,0.63,0.37,2.15,14.73,47,8.89,87
2022-05-23 13:55:00,0.26,-1.74,-0.12,0.57,0.46,2.18,15.06,45,12.18,38.73
2022-05-23 14:00:00,0.1,-1.68,-0.23,0.68,0.45,2.25,14.71,45,10.53,2.97
2022-05-23 14:05:00,0.04,-1.87,-0.29,0.63,0.34,2.14,14.31,45,7.4,336.6
2022-05-23 14:10:00,0.14,-1.82,-0.29,0.63,0.34,2.14,14.73,46,7.43,44.42
2022-05-23 14:15:00,0.22,-1.84,-0.28,0.59,0.31,2.21,14.72,45,10.58,51.81
2022-05-23 14:20:00,0.47,-1.94,-0.37,0.72,0.35,2.21,14.22,48,13.73,46.64
2022-05-23 14:25:00,0.82,-1.93,-0.44,0.85,0.41,2.17,13.65,51,15.06,45.89
2022-05-23 14:30:00,0.5,-1.84,-0.49,0.8,0.31,2.16,13.22,54,14.91,60.6
2022-05-23 14:35:00,0.11,-1.85,-0.46,0.77,0.3,2.19,13.02,56,12.89,59.98
2022-05-23 14:40:00,0.24,-1.81,-0.47,0.75,0.27,2.18,12.97,58,9.26,76.01
2022-05-23 14:45:00,-0.05,-1.84,-0.42,0.66,0.24,2.15,13.08,57,9.85,81.9
2022-05-23 14:50:00,0.23,-1.72,-0.38,0.61,0.23,2.16,13.51,54,10.69,88.4
2022-05-23 14:55:00,0.26,-1.78,-0.37,0.68,0.31,2.19,14.08,53,8.68,85.3
2022-05-23 15:00:00,-0.04,-1.87,-0.36,0.67,0.31,2.2,14.51,51,10.16,93
2022-05-23 15:05:00,0.29,-1.76,-0.27,0.61,0.34,2.21,14.95,49,10.15,124.1
2022-05-23 15:10:00,0.16,-1.94,-0.25,0.7,0.45,2.19,15.24,48,11.02,90.7
2022-05-23 15:15:00,0.31,-1.85,-0.29,0.71,0.42,2.17,14.45,49,19.38,51.43
2022-05-23 15:20:00,0.76,-1.7,-0.26,0.76,0.51,2.22,14.06,50,14.46,59.42
2022-05-23 15:25:00,0.48,-1.71,-0.27,0.74,0.47,2.25,14.31,49,16.12,46.32
2022-05-23 15:30:00,0.52,-1.75,-0.32,0.79,0.47,2.21,14.74,48,12.95,64.15
2022-05-23 15:35:00,0.52,-1.7,-0.37,0.87,0.5,2.22,14.67,48,13.77,52.07
2022-05-23 15:40:00,0.1,-1.77,-0.38,0.72,0.34,2.2,14.54,49,16.39,65.3
2022-05-23 15:45:00,0.4,-1.87,-0.42,0.66,0.24,2.16,14.67,48,19.27,68.49
2022-05-23 15:50:00,0.31,-1.91,-0.31,0.65,0.34,2.17,14.31,49,15.81,68.35
2022-05-23 15:55:00,0.27,-1.76,-0.26,0.66,0.4,2.19,14.51,48,14.36,94
2022-05-23 16:00:00,0.37,-1.76,-0.23,0.73,0.5,2.16,14.44,48,13.85,68.32
2022-05-23 16:05:00,0.63,-1.75,-0.15,0.81,0.66,2.09,14.08,49,16.77,74.65
2022-05-23 16:10:00,0.8,-1.75,-0.11,0.93,0.82,2.13,14.35,48,13.46,67.41
2022-05-23 16:15:00,0.73,-1.81,-0.13,1.18,1.05,2.15,14.5,48,18.27,64.07
2022-05-23 16:20:00,0.49,-1.76,-0.12,1.08,0.96,2.12,14.29,48,19.78,60.71
2022-05-23 16:25:00,0.77,-1.85,-0.15,0.95,0.8,2.15,14.36,48,18.04,51.41
2022-05-23 16:30:00,0.92,-1.86,-0.21,1.03,0.82,2.19,14.21,48,19.35,48.71
2022-05-23 16:35:00,0.85,-1.86,-0.21,1.08,0.87,2.17,14.5,47,15.16,53
2022-05-23 16:40:00,1.21,-1.95,-0.07,0.95,0.88,2.13,14.27,47,15.68,70.35
2022-05-23 16:45:00,0.87,-1.88,-0.11,0.99,0.88,2.11,14.3,47,18.4,53.85
2022-05-23 16:50:00,0.31,-1.78,-0.21,0.78,0.57,2.12,14.24,47,15.65,79.73
2022-05-23 16:55:00,0.15,-1.9,-0.25,0.58,0.32,2.12,13.95,47,19.05,52.94
2022-05-23 17:00:00,0.07,-1.98,-0.22,0.57,0.35,2.11,13.8,48,16.33,57.44
2022-05-23 17:05:00,0.48,-1.94,-0.16,0.65,0.49,2.12,13.91,47,15.99,51.29
2022-05-23 17:10:00,0.55,-1.92,-0.16,0.78,0.62,2.15,13.7,48,16.76,68.27
2022-05-23 17:15:00,0.52,-1.91,-0.12,0.86,0.74,2.13,13.73,48,16.66,50.66
2022-05-23 17:20:00,1,-1.85,-0.12,1.05,0.93,2.14,13.73,47,18.66,48.74
2022-05-23 17:25:00,0.59,-1.87,-0.14,1.02,0.88,2.18,13.65,47,19.78,49.67
2022-05-23 17:30:00,0.43,-1.87,-0.34,0.71,0.37,2.22,13.36,48,18.35,44.1
2022-05-23 17:35:00,0.17,-1.85,-0.42,0.52,0.09,2.12,13.49,47,13.69,54.29
2022-05-23 17:40:00,-0.01,-1.81,-0.4,0.49,0.09,2.12,13.42,47,16.9,46.58
2022-05-23 17:45:00,-0.03,-1.87,-0.37,0.57,0.2,2.16,13.25,47,16.18,56.3
2022-05-23 17:50:00,0.08,-1.92,-0.32,0.49,0.18,2.14,13.19,47,17.04,76.47
2022-05-23 17:55:00,0.15,-1.85,-0.27,0.39,0.12,2.15,13.44,46,16.58,82.3
2022-05-23 18:00:00,-0.01,-1.94,-0.26,0.36,0.1,2.17,13.87,45,14.97,67.74
2022-05-23 18:05:00,-0.15,-1.74,-0.31,0.41,0.1,2.19,13.8,45,14.13,63.16
2022-05-23 18:10:00,0.01,-1.79,-0.24,0.39,0.15,2.21,13.67,44,18.9,53.2
2022-05-23 18:15:00,-0.1,-1.8,-0.25,0.48,0.23,2.2,13.55,44,18.37,56.62
2022-05-23 18:20:00,-0.04,-1.81,-0.26,0.42,0.17,2.14,13.86,44,15.29,81.4
2022-05-23 18:25:00,-0.04,-1.91,-0.36,0.44,0.08,2.17,13.67,43,20.25,75.43
2022-05-23 18:30:00,0.09,-1.91,-0.35,0.35,0,2.21,13.48,43,15.87,79.81
2022-05-23 18:35:00,-0.13,-1.85,-0.33,0.29,-0.04,2.19,13.34,43,16.66,69.35
2022-05-23 18:40:00,0.05,-1.87,-0.35,0.3,-0.04,2.12,12.93,43,15.87,68.79
2022-05-23 18:45:00,0,-1.88,-0.37,0.27,-0.1,2.12,12.82,43,15,69.09
2022-05-23 18:50:00,0.16,-2.05,-0.41,0.31,-0.11,2.15,12.66,43,16.61,61.7
2022-05-23 18:55:00,-0.09,-1.75,-0.38,0.39,0.01,2.16,12.55,44,15.07,59.74
2022-05-23 19:00:00,0.07,-1.84,-0.31,0.36,0.04,2.18,12.41,43,19.32,58.13
2022-05-23 19:05:00,0.09,-1.89,-0.33,0.29,-0.04,2.18,12.43,43,15.15,60.52
2022-05-23 19:10:00,-0.04,-1.91,-0.28,0.22,-0.07,2.14,12.41,43,13.62,68.6
2022-05-23 19:15:00,0.16,-1.92,-0.32,0.18,-0.14,2.15,12.54,43,14.23,85.3
2022-05-23 19:20:00,0.34,-1.9,-0.29,0.18,-0.1,2.17,12.33,43,18.1,77.37
2022-05-23 19:25:00,0.27,-1.83,-0.3,0.15,-0.15,2.2,12.08,43,17.42,85.6
2022-05-23 19:30:00,0.33,-2.02,-0.43,0.26,-0.17,2.21,11.79,45,12.66,73.69
2022-05-23 19:35:00,0.12,-1.97,-0.36,0.33,-0.03,2.2,11.51,46,16.64,61.46
2022-05-23 19:40:00,-0.17,-1.93,-0.36,0.3,-0.06,2.2,11.09,46,18.68,61.23
2022-05-23 19:45:00,-0.13,-1.95,-0.37,0.28,-0.08,2.2,10.86,47,15.49,61.78
2022-05-23 19:50:00,0.09,-1.84,-0.32,0.23,-0.09,2.25,10.65,47,14.67,63.28
2022-05-23 19:55:00,0.16,-1.8,-0.25,0.2,-0.05,2.25,10.47,48,13.61,62.24
2022-05-23 20:00:00,-0.14,-1.93,-0.26,0.2,-0.06,2.23,10.28,49,12.79,59.96
2022-05-23 20:05:00,0.16,-1.89,-0.3,0.22,-0.08,2.25,10.08,50,12.64,50.98
2022-05-23 20:10:00,0.06,-1.9,-0.28,0.26,-0.02,2.25,9.91,50,15.19,57.15
2022-05-23 20:15:00,0.08,-1.8,-0.25,0.27,0.02,2.24,9.71,51,14.18,65.28
2022-05-23 20:20:00,0.05,-1.83,-0.2,0.23,0.03,2.23,9.51,52,11.27,65.04
2022-05-23 20:25:00,0.04,-1.77,-0.28,0.24,-0.04,2.2,9.38,53,13.33,55.35
2022-05-23 20:30:00,0.17,-1.82,-0.41,0.25,-0.16,2.23,9.24,53,12.06,48.35
2022-05-23 20:35:00,-0.04,-1.78,-0.48,0.22,-0.27,2.21,9.12,54,13.39,52.12
2022-05-23 20:40:00,0.27,-1.81,-0.43,0.22,-0.22,2.21,8.98,54,14.5,49.58
2022-05-23 20:45:00,0.11,-1.99,-0.39,0.33,-0.05,2.19,8.88,54,14,52.98
2022-05-23 20:50:00,0.02,-1.89,-0.3,0.28,-0.02,2.16,8.8,55,13.15,51.5
2022-05-23 20:55:00,0.07,-1.86,-0.26,0.25,-0.02,2.15,8.69,55,15.24,53.52
2022-05-23 21:00:00,-0.01,-1.89,-0.32,0.29,-0.03,2.16,8.63,55,15.39,49.22
2022-05-23 21:05:00,-0.18,-1.81,-0.22,0.24,0.02,2.15,8.57,55,14.16,55.56
